CycID,BH.Q,PER,M_ZT0,M_ZT0.1,M_ZT0.2,M_ZT4,M_ZT4.1,M_ZT4.2,M_ZT8,M_ZT8.1,M_ZT8.2,M_ZT12,M_ZT12.1,M_ZT12.2,M_ZT16,M_ZT16.1,M_ZT16.2,M_ZT20,M_ZT20.1,M_ZT20.2,gene_product,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006699-RA,0.008053382,24,32,58,68,96,45,99,129,185,205,263,295,252,137,200,135,204,296,132,"hairy and enhancer of split, invertebrate ",GO:0000978, GO:0009952, GO:0005634, GO:0050767, GO:0006357, GO:0000981, GO:0000977, GO:0001227, GO:0000122, GO:0009952, GO:0030154, GO:0050767, GO:0005634, GO:0046983, GO:0006355, GO:0003677, GO:0003677, GO:0046983, GO:0006355, GO:0005634,,,,,,,,,,,,,,,,,
AGAP013075-RA,0.029078823,24,34,42,49,55,29,46,58,66,68,113,87,96,46,71,57,63,57,49,Homeobox domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4HAY8] ,GO:0000978, GO:0001162, GO:0001227, GO:0006357, GO:0007417, GO:0030182, GO:0005634, GO:0003677, GO:0005634, GO:0000981, GO:0006355, GO:0003677, GO:0003677, GO:0043565, GO:0000122, GO:0006355, GO:0005634,,,,,,,,,,,,,,,,,,,,
AGAP000076-RA,3.66E-04,20,771,981,1235,486,419,927,708,1029,1117,1117,1239,983,1378,1656,1633,1574,877,960,sterol regulatory element-binding transcription factor 1 ,GO:0000981, GO:0005634, GO:0000978, GO:0006357, GO:0000978, GO:0003700, GO:0000122, GO:0033993, GO:1902895, GO:0005634, GO:0016021, GO:0046983, GO:0046983, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,
AGAP002942-RB,1.76E-04,24,199.852,246.379,343.44,300.852,221.08,458.883,382.499,512.154,617.438,614.405,507.697,546.972,355.946,407.228,469.132,399.148,313.631,334.435,unspecified product ,GO:0000981, GO:0006357, GO:0045944, GO:0005634, GO:0045944, GO:0046983, GO:0006355, GO:0005515, GO:0003677, GO:0046983, GO:0006355, GO:0005634, GO:0045944, GO:0046983, GO:0006355, GO:0005515, GO:0003677, GO:0046983, GO:0006355, GO:0005634,,,,,,,,,,,,,,,,,
AGAP005281-RA,0.017446449,24,251,287,402,273,161,360,213,278,274,442,367,299,520,444,480,551,334,362,unspecified product ,GO:0000981, GO:0006357, GO:0005634, GO:0000978, GO:0030154, GO:0000978, GO:0003700, GO:0043565, GO:0030154, GO:0045944, GO:0005634, GO:0000981, GO:0006355, GO:0003677, GO:0003677, GO:0003677, GO:0043565, GO:0006355, GO:0005634,,,,,,,,,,,,,,,,,,
AGAP009147-RA,0.003536595,20,153,173,214,155,136,239,186,298,290,296,289.939,251,206,283,221,236,166,135,forkhead box protein G ,GO:0000981, GO:0006357, GO:0009653, GO:0030154, GO:0005634, GO:0043565, GO:0005634, GO:0003700, GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0006355, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,
AGAP002942-RC,0.008053382,20,3.30214,48.4061,76.7558,46.8979,37.4906,134.578,114.237,155.169,216.665,108.045,150.866,130.241,65.4638,76.4231,116.215,72.7444,103.584,80.1534,unspecified product ,GO:0000981, GO:0006357, GO:0045944, GO:0005634, GO:0045944, GO:0046983, GO:0006355, GO:0005515, GO:0003677, GO:0046983, GO:0006355, GO:0005634, GO:0045944, GO:0046983, GO:0006355, GO:0005515, GO:0003677, GO:0046983, GO:0006355, GO:0005634,,,,,,,,,,,,,,,,,
AGAP009494-RA,0.048019251,16,49,24,34,31,16,47,49,80,69,107,104,139,55,40,50,67,40,48,"ETS-type family, other ",GO:0000981, GO:0006357, GO:0030154, GO:0005634, GO:0043565, GO:0005634, GO:0003700, GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0006355, GO:0005634, GO:0005634, GO:0006357,,,,,,,,,,,,,,,,,,,,,,
AGAP007810-RA,0.01040207,24,417,729,722,345,293,579,523,563,705,648,680,466,802,828,864,906,606,765,DNA-directed RNA polymerase II subunit RPB1 ,GO:0001055, GO:0003899, GO:0005665, GO:0006366, GO:0003899, GO:0046872, GO:0005634, GO:0003677, GO:0006351, GO:0003677, GO:0003899, GO:0003899, GO:0016740, GO:0016779, GO:0006351, GO:0006366, GO:0005665,,,,,,,,,,,,,,,,,,,,
AGAP008151-RA,0.008053382,20,100,121,111,73,65,119,63,98,87,92,67,56,96,133,120,131,114,150,DNA-directed RNA polymerase III subunit RPC2 ,GO:0001056, GO:0003899, GO:0005666, GO:0032549, GO:0006351, GO:0003899, GO:0003677, GO:0046872, GO:0003677, GO:0003899, GO:0003899, GO:0016740, GO:0016779, GO:0032549, GO:0006351, GO:0006383,,,,,,,,,,,,,,,,,,,,,
AGAP012345-RA,0.048019251,24,372,553,522,312,216,392,391,440,607,791,674,499,591,695,860,1001,427,551,"POU domain transcription factor, class 6 ",GO:0001228, GO:0030154, GO:0045944, GO:0005634, GO:0003677, GO:0045944, GO:0005634, GO:0003700, GO:0006355, GO:0003677, GO:0003677, GO:0003700, GO:0006355, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,
AGAP005878-RA,0.008053382,24,198.026,202.024,244.236,202.099,127.015,323,221.049,315.061,380.316,302.282,261.467,270.031,223,284.218,350.041,259.189,163.018,216.022,"POU domain transcription factor, class 3 ",GO:0001228, GO:0030154, GO:0045944, GO:0005634, GO:0005634, GO:0000981, GO:0048699, GO:0045944, GO:0003677, GO:0048468, GO:0007420, GO:0006357, GO:0006355, GO:0003700, GO:0003677, GO:0003677, GO:0003700, GO:0043565, GO:0006355, GO:0005634, GO:0006357, GO:0007420, GO:0005634,,,,,,,,,,,,,,
AGAP029587-RA,0.048019251,16,19,35,25,39,34,38,30,39,15,9,30,15,112,51,37,64,69,61,Methyltransferase-like protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0V4] ,GO:0001510, GO:0008168, GO:0008168, GO:0016740, GO:0032259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005743-RA,0.01040207,20,70,58,84,31,21,49,17,45,42,27,24,17,78,72,69,73,41,59,tRNA pseudouridine13 synthase ,GO:0001522, GO:0009982, GO:0009982, GO:0001522, GO:0005634, GO:0005634, GO:0009451, GO:0001522, GO:0009982, GO:0003723, GO:0003723, GO:0009982, GO:0001522, GO:0009451,,,,,,,,,,,,,,,,,,,,,,,
AGAP003283-RA,0.008053382,20,71,108,114,111,71,118.722,145.935,148.896,205,174,140,113,137,151,111,160,99,71,atrial natriuretic peptide receptor A ,GO:0001653, GO:0004383, GO:0007165, GO:0006182, GO:0007168, GO:0005886, GO:0001653, GO:0004383, GO:0006182, GO:0007165, GO:0007168, GO:0005886, GO:0016021, GO:0005524, GO:0035556, GO:0004672, GO:0016849, GO:0009190, GO:0006468, GO:0000166, GO:0004383, GO:0004672, GO:0005524, GO:0016829, GO:0016849, GO:0006182, GO:0006468, GO:0009190, GO:0035556, GO:0016020, GO:0016021, GO:0016021,,,,,
AGAP007003-RA,0.008053382,16,60,78,87,51,59,119,61,68,41,56,48,46,113,114,110,128,95,93,unspecified product ,GO:0001671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010886-RA,0.008053382,24,1420.36,1743.79,1860.02,1830,1129,1975,1247,1644,1873.27,1414.74,1248.7,775.602,1314.03,1251,1470.04,1635.2,874.235,1008.39,unspecified product ,GO:0001784, GO:0048468, GO:0009653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011768-RA,0.017446449,24,944.294,1347.12,1520.96,1567.46,782.016,1675.08,1176.52,1663.88,1401.8,2560.2,2409.77,1687.2,2245.92,2411.33,2313.05,2091.52,1379.92,1495.08,growth factor receptor-binding protein 2 ,GO:0002009, GO:0048468, GO:0048513, GO:0051179, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008239-RA,0.048019251,20,81,98,81,51,27,81,46,53,50,48,61,44,71,131,123,123,63,54,ATP-dependent RNA helicase DHX36 [Source:UniProtKB/TrEMBL;Acc:A0A1S4GXP4] ,GO:0002151, GO:0003678, GO:0003723, GO:1990247, GO:0005634, GO:0005737, GO:0005524, GO:0004386, GO:0003676, GO:0022414, GO:0000166, GO:0003676, GO:0004386, GO:0005524, GO:0005524, GO:0016787,,,,,,,,,,,,,,,,,,,,,
AGAP010624-RA,0.037253837,16,264,357,468,331,231,470,266,421,367,303,291,322,510,464,538,515,388,446,Developmentally regulated GTP-binding protein ,GO:0002181, GO:0005737, GO:0005525, GO:0005525, GO:0002181, GO:0005737, GO:0003924, GO:0005525, GO:0005525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012281-RA,0.017446449,20,603,606,816,633,414,811,384,623,536,482,503,435,868,741,616,839,707,870,Eukaryotic translation initiation factor 3 subunit M [Source:UniProtKB/Swiss-Prot;Acc:Q7Q068] ,GO:0002183, GO:0005852, GO:0002183, GO:0005852, GO:0071541, GO:0033290, GO:0016282, GO:0005852, GO:0001732, GO:0003743, GO:0005737, GO:0003743, GO:0003743, GO:0001732, GO:0002183, GO:0006412, GO:0006413, GO:0005737, GO:0005737, GO:0005852, GO:0016282, GO:0033290, GO:0071541,,,,,,,,,,,,,,
AGAP006974-RA,0.017446449,20,3,8,9,0,3,4,0,4,0,8,25,11,7,20,24,7,13,7,TOLL-like receptor 9 ,GO:0002224, GO:0038023, GO:0005887, GO:0002224, GO:0006954, GO:0005887, GO:0004888, GO:0002224, GO:0006955, GO:0003953, GO:0016021, GO:0005515, GO:0007165, GO:0007165, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,
AGAP007633-RD,1.17E-04,24,1642.79,2186.59,2884.42,931.127,628.474,1843.87,1429.64,2623.9,2245.63,2558.19,2712.45,2670.08,3157.14,4761.41,4173.18,4526.62,3173.37,3408,solute carrier family 36 (proton-coupled amino acid transporter) ,GO:0003333, GO:0015171, GO:0015171, GO:0003333, GO:0005774, GO:0003333, GO:0015171, GO:0015171, GO:0003333, GO:0005774, GO:0003333, GO:0015171, GO:0015171, GO:0003333, GO:0005774, GO:0003333, GO:0015171, GO:0015171, GO:0003333, GO:0005774, GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021,,
AGAP009897-RA,0.006235544,16,1477,1364,2369,1545,1068,1983,2105,3213,2957,4034,3216,3242,2143,1610,1684,2974,1772,2186,proton-coupled amino acid transporter ,GO:0003333, GO:0015171, GO:0015171, GO:0003333, GO:0005774, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005108-RA,7.41E-04,20,814.34,919.717,1282.64,937.396,731.714,1240.63,803.449,1060.55,1065.09,853.728,790.498,775.539,1057.6,1101.28,1017.48,1302.17,955.313,1118.21,Proliferation-associated 2G4 ,GO:0003676, GO:0005730, GO:0005737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003802-RA,0.002630204,20,955,1064,1236,717,428,1007,567,819,899,740,716,636,1004,1028,1003,1109,970,1032,unspecified product ,GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028522-RA,0.002630204,20,393.248,562.683,719.358,393,262.832,511.165,511.97,622.389,746.893,702.458,774.881,573.166,804.537,859.194,1108.76,800.282,490.466,609.435,unspecified product ,GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006606-RA,0.003536595,24,248,264,339,199,183,337,236,283,313,355,319,282,541,485,546,544,414,472,unspecified product ,GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007689-RA,0.006235544,24,229,239,324,236,165,355,288,443,334,374,332,334,333,311,320,362,221,308,unspecified product ,GO:0003676, GO:0003723, GO:0003676, GO:0003723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005978-RB,0.001397691,20,295.524,316.833,367.154,294.615,188.122,344.861,195.385,280.176,241.548,225.639,247.303,159.972,350.02,330.44,301.163,408.404,313.259,377.899,zinc finger and SCAN domain containing 2 ,GO:0003676, GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009336-RA,0.001971123,20,158,196,248,186.157,116,275,138,206,190,142,155,156,240,191,187,282,232,243,unspecified product ,GO:0003676, GO:0003723, GO:0003676, GO:0003723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000141-RA,2.63E-04,20,119.5,155.318,246.859,76.1001,68.094,141.706,94.4706,140.483,153.649,188.446,225.428,155.415,227.012,209.265,321.761,181.338,136.145,142.883,unspecified product ,GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006090-RA,0.006235544,24,193,213,170,123,70,152,98,124,118,86,116,78,246,216,268,264,202,234,nucleolar protein 15 ,GO:0003676, GO:0003723, GO:0003676, GO:0003723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012007-RA,0.017446449,24,87,110,141,60,84,171,136,165,117,208,176,253,172,159,147,161,99,129,unspecified product ,GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005117-RA,0.008053382,16,77,115,164,144,101,164,93,128,115,102,75,80,215,131,117,196,142,132,polyadenylate-binding protein 2 ,GO:0003676, GO:0003723, GO:0003676, GO:0003723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009662-RA,0.008053382,16,66,91,100,136,59,170.078,170,179,229.106,111,72,94.0559,81,123,93,181,162,154.17,unspecified product ,GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008874-RA,0.048019251,24,73,107,114,69,58,76,67,90,72,53,64,70,121,153,136,141,107,133,unspecified product ,GO:0003676, GO:0006393, GO:0005759, GO:0006355, GO:0003690, GO:0003690, GO:0006355, GO:0005739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004424-RA,0.02253974,24,62,66,66,83,35,70,50,64,60,72,68,70,102,132,105,131,90,100,unspecified product ,GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004331-RA,0.013521275,24,62,77,169,40,36,89,47,105,116,22,27,17,25.0081,42,47.0113,64,47,43,glass ,GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008222-RA,0.008053382,24,15,15,20,28,7,26,22,31,49,64,49,32,41,37,64,36,16,32,Odd-skipped related [Source:UniProtKB/TrEMBL;Acc:A0A1S4GYD7] ,GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008288-RB,7.41E-04,24,1076.47,1918.28,3408.04,1237.53,33.0876,1318.73,731.559,37.2919,96.1781,1850.37,2088.49,1808.95,4744.04,6266.54,4279.23,6279.94,3591.69,4009.93,timeless ,GO:0003677, GO:0000076, GO:0006281, GO:0009649, GO:0043111, GO:0048478, GO:0000228, GO:0005634, GO:0031298, GO:0048511, GO:0005634, GO:0048511, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008288-RA,0.01040207,24,1291.53,1575.41,950.817,272.467,1104.91,476.271,323.441,1139.71,1179.71,2151.63,1831.51,1259.95,3350.96,2105.22,3598.34,3534.82,3369.31,3350.84,timeless ,GO:0003677, GO:0000076, GO:0006281, GO:0009649, GO:0043111, GO:0048478, GO:0000228, GO:0005634, GO:0031298, GO:0048511, GO:0005634, GO:0048511, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002178-RA,0.02253974,24,530,771,728,568,420,934,587,853.609,921,858,778,881,547.641,790.711,792.693,731,501,698,homeobox protein homothorax ,GO:0003677, GO:0006355, GO:0005634, GO:0003677, GO:0003677, GO:0006355, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005244-RA,0.003536595,24,273.237,377.464,494.901,225.178,117.519,179.93,154.281,261.186,325.179,373.219,279.929,154.868,637.822,671.211,758.401,690.723,446.847,441.156,unspecified product ,GO:0003677, GO:0005515, GO:0003677, GO:0003677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005099-RA,0.017446449,16,236.145,318.33,356.137,270.189,154,324,268,368,404,451,426,333,361.831,341.609,357.153,419.251,247.875,325,unspecified product ,GO:0003677, GO:0005634, GO:0000981, GO:0006355, GO:0003677, GO:0003677, GO:0043565, GO:0006355, GO:0007275, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000779-RA,0.008053382,16,237.825,322.124,330.552,213.044,159.178,322.737,254.372,329.73,362.043,462.66,332.275,350.732,261.401,355.714,350.418,349.424,239.958,272.206,zinc finger homeobox protein 1/2 ,GO:0003677, GO:0005634, GO:0000981, GO:0006355, GO:0003676, GO:0003677, GO:0003677, GO:0043565, GO:0006355, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009488-RA,0.003536595,20,201,234,268,142,102,211,132,171,132,128,157,129,221,293,255,213,203,223,histone transcription regulator ,GO:0003677, GO:0031491, GO:0003714, GO:0000070, GO:0006336, GO:0031935, GO:0000417, GO:0006355, GO:0006351, GO:0006325, GO:0005634, GO:0005515, GO:0006325, GO:0006325, GO:0006351, GO:0006355, GO:0005634, GO:0005634, GO:0000775,,,,,,,,,,,,,,,,,,
AGAP005105-RA,0.006235544,24,95,107,97,80,64,127,76,76,70,115,92,59,129,134,125,202,196,157,unspecified product ,GO:0003677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013296-RA,0.001397691,20,63.2851,84.6178,97.8364,79.0124,70.8444,87.8486,47.6884,46.8791,71.7585,37.6512,34.4978,23.4193,90.7253,71.5163,77.1656,139.026,72.7469,106.593,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 ,GO:0003677, GO:0006364, GO:0003755, GO:0003755, GO:0003755, GO:0016853, GO:0000413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011845-RA,0.004735301,24,26,26,41,26,17,25,16,6,22,10,8,7,54,41,32,56,35,54,Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q7PZC9] ,GO:0003677, GO:0031507, GO:0003677, GO:0006325, GO:0000786, GO:0003677, GO:0005634, GO:0046982, GO:0003677, GO:0003677, GO:0046982, GO:0000786, GO:0000786, GO:0005634, GO:0005694,,,,,,,,,,,,,,,,,,,,,,
AGAP028452-RA,0.017446449,20,287.196,374.55,460.027,272.315,182.175,364.455,292,353.269,385.35,381.359,371.278,294.186,537.792,510.889,560.813,571.102,308.211,368.983,unspecified product ,GO:0003682, GO:0005694, GO:0005634, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007063-RA,1.76E-04,24,53,57,81,22,20,46,40,18,25,3,9,6,17,16,8,22,31,26,Origin recognition complex subunit 4 [Source:UniProtKB/TrEMBL;Acc:Q7QIT4] ,GO:0003688, GO:0005664, GO:0006270, GO:0003688, GO:0006270, GO:0005664, GO:0005634, GO:0000808, GO:0006260, GO:0003677, GO:0003677, GO:0006260, GO:0000808, GO:0005634, GO:0003677, GO:0006260, GO:0005634,,,,,,,,,,,,,,,,,,,,
AGAP004957-RA,0.013521275,20,20,17,17,32,18,15,10,24,23,11,2,2,4,8,11,31,15,22,origin recognition complex subunit 1 ,GO:0003688, GO:0000278, GO:0006270, GO:0033314, GO:0005664, GO:0033314, GO:0006270, GO:0003688, GO:0005664, GO:0016887, GO:0005524, GO:0003682, GO:0000166, GO:0003677, GO:0003682, GO:0005524, GO:0005524, GO:0006260, GO:0005634,,,,,,,,,,,,,,,,,,
AGAP005144-RA,0.008053382,20,64,77,91,62,31,69,43,57,53,39,42,50,102,83,68,99,52,79,replication factor C subunit 3/5 ,GO:0003689, GO:0006261, GO:0006281, GO:0005634, GO:0005663, GO:0006261, GO:0005634, GO:0005663, GO:0006281, GO:0006260, GO:0003677, GO:0016887, GO:0005524, GO:0003677, GO:0005524, GO:0006260,,,,,,,,,,,,,,,,,,,,,
AGAP012174-RA,0.008053382,20,126,163,163,138,91,195,105,143,147,107,99,91,255,175,156,230,168,171,unspecified product ,GO:0003690, GO:0046403, GO:0046404, GO:0050145, GO:0006281, GO:0046939, GO:0098504, GO:0006281, GO:0046404, GO:0046403, GO:0005515, GO:0046403, GO:0046404, GO:0006281, GO:0016310, GO:0098504, GO:0098506, GO:0046940,,,,,,,,,,,,,,,,,,,
AGAP004029-RA,0.02253974,20,59,66,90,63,26,50,35,46,38,22,22,41,76,77,94,76,68,79,DNA excision repair protein ERCC-1 ,GO:0003697, GO:0003684, GO:0006312, GO:0070914, GO:0006296, GO:0070522, GO:0000110, GO:0000710, GO:0003684, GO:0003697, GO:0000710, GO:0006296, GO:0006312, GO:0070914, GO:0000110, GO:0070522, GO:0003684, GO:0004518, GO:0005634, GO:0006281, GO:0003684, GO:0004519, GO:0006281, GO:0005634,,,,,,,,,,,,,
AGAP002477-RA,3.66E-04,20,66,51,73,61,40,74,23,37,33,23,12,23,70,58,71,108,101,90,"single-stranded DNA-binding protein, mitochondrial ",GO:0003697, GO:0006264, GO:0051096, GO:0005739, GO:0009295, GO:0042645, GO:0006260, GO:0003697, GO:0003677, GO:0003697, GO:0006260,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013178-RA,0.02253974,20,362.403,516.161,579.272,359.203,280.85,589.959,559.973,707.135,891.658,639.598,697.054,446.005,582.664,606.012,746.345,534.398,432.979,370.456,unspecified product ,GO:0003700, GO:0006355, GO:0000987, GO:0005634, GO:0003700, GO:0006355, GO:0043565, GO:0003677, GO:0003700, GO:0043565, GO:0006355, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005300-RB,0.048019251,20,413.082,624.975,641.124,319.781,228.1,513.455,363.262,483.087,474.626,595.622,507.21,361.24,627.183,688.752,828.981,776.576,464.626,467.169,unspecified product ,GO:0003700, GO:0003677, GO:0110165, GO:0006355, GO:0003700, GO:0006355, GO:0003677, GO:0003700, GO:0006355, GO:0003677, GO:0003700, GO:0006355, GO:0003677,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007065-RB,0.048019251,24,207.012,408.183,412.737,255.04,152.542,423.29,354.816,434.968,533.271,728.499,733.661,664.223,393.21,531.257,510.404,624.222,430.914,351.748,transcription factor CP2 and related proteins ,GO:0003700, GO:0043565, GO:0006357, GO:0005634, GO:0003700, GO:0006357, GO:0003700, GO:0006357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029238-RB,0.037253837,24,170.003,277.193,291.337,189.191,165.863,315.222,293.521,344.493,377.788,362.321,344.737,317.544,214.168,294.919,227.712,219.789,266.176,203.202,unspecified product ,GO:0003700, GO:0006357, GO:0005634, GO:0046983, GO:0046983, GO:0046983, GO:0046983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012389-RA,0.037253837,8,108,180.444,193.512,83.1052,62,130.289,92.0991,142.25,139.245,110.091,111.109,86.2228,150.144,140,149.208,117.282,129.154,116.126,Pangolin ,GO:0003700, GO:0008013, GO:0043565, GO:0006355, GO:0006357, GO:0016055, GO:0060070, GO:0005634, GO:0005667, GO:0005634, GO:0003677, GO:0009887, GO:0002009, GO:0016055, GO:0003677, GO:0016055, GO:0005634,,,,,,,,,,,,,,,,,,,,
AGAP004767-RA,0.029078823,24,101,120,127,95,72,154,86,97,135,102,90.0485,68,88,92,112,115,83.1989,61,unspecified product ,GO:0003700, GO:0043565, GO:0006355, GO:0007275, GO:0005634, GO:0080090, GO:0060255, GO:0051171, GO:0005515, GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008532-RA,0.037253837,20,413,647,742,505,442,979,637,955,1143,927,882,839,707,887,802,836,767,718,paxillin ,GO:0003712, GO:0005886, GO:0005925, GO:0005829, GO:0003712, GO:0005829, GO:0005886, GO:0005925, GO:0046872, GO:0005856, GO:0007160, GO:0005938, GO:0046872, GO:1903506,,,,,,,,,,,,,,,,,,,,,,,
AGAP001521-RA,0.017446449,20,169,203,253,198,148,296,212,311,272,279,306,229,245,246,238,328,202,239,unspecified product ,GO:0003712, GO:0006357, GO:0000124, GO:0003712, GO:1903506, GO:0000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003358-RA,2.63E-04,24,15,11,3,16,17,7,44,42,57,66,82,68,65,59,34,58,28,31,Sugar transporter SWEET [Source:UniProtKB/TrEMBL;Acc:A0NDW1] ,GO:0003712, GO:0006357, GO:0016592, GO:0016021, GO:0008643, GO:0008643, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007636-RA,0.008053382,24,469.092,516.949,699.357,376.227,343.176,561.757,305.328,337.115,270.132,4449.11,3374.67,2496.42,6263.99,4782.04,4572.2,3847.12,1496.46,2182.45,phosphatidate phosphatase LPIN ,GO:0003713, GO:0008195, GO:0009062, GO:0019432, GO:0032869, GO:0045944, GO:0005634, GO:0008195, GO:0016311, GO:0008195,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007636-RB,0.013521275,24,266.908,346.051,454.643,306.773,216.824,490.243,420.672,535.885,749.868,481.888,606.331,621.579,456.006,607.964,673.805,733.88,441.537,488.553,phosphatidate phosphatase LPIN ,GO:0003713, GO:0008195, GO:0009062, GO:0019432, GO:0032869, GO:0045944, GO:0005634, GO:0008195, GO:0016311, GO:0008195,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011164-RA,0.037253837,24,318,323,511,387,264,546,442,405,523,615,491,452,663,657,653,670,350,522,unspecified product ,GO:0003713, GO:0005634, GO:0006355, GO:0003713, GO:0006355, GO:1903508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004280-RA,0.004735301,16,552,697.02,844,486,366,755.022,663,829,866.026,884,1035,648.021,814,777,852,815,479,516,Groucho protein ,GO:0003714, GO:0090090, GO:0005634, GO:0005667, GO:0006355, GO:0005634, GO:0005515, GO:0006355, GO:0005634, GO:1903507,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010867-RA,0.037253837,16,211,311,427,211,122,243,254,306,378,346,342,252,320,290,368,332,134,262,unspecified product ,GO:0003714, GO:0045892, GO:0005634, GO:0046872, GO:0003714, GO:0006351, GO:0005634, GO:0045892, GO:0003700, GO:0003714, GO:0046872, GO:0006355, GO:0045892,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003893-RD,0.013521275,16,154.339,332.862,233.81,114.855,130.279,203.133,362.254,449.743,314.882,408.765,388.078,412.668,360.548,217.777,255.369,245.05,270.43,139.384,C-terminal-binding protein ,GO:0003714, GO:0016616, GO:0005634, GO:0051287, GO:0016491, GO:0016616, GO:0051287, GO:0055114, GO:0055114, GO:0003714, GO:0016616, GO:0005634, GO:0051287, GO:0016491, GO:0016616, GO:0051287, GO:0055114, GO:0055114, GO:0003714, GO:0016616, GO:0005634, GO:0051287, GO:0016491, GO:0016616, GO:0051287, GO:0055114, GO:0055114, GO:0003714, GO:0016616, GO:0005634, GO:0051287, GO:0016491, GO:0016616, GO:0051287, GO:0055114, GO:0055114, 
